league,game,half,timestamp,type,anonymized,predicted_res_0
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2925,,[PLAYER] ([TEAM]) covers his face with his hands after wasting a glorious chance. The ball rebounded to him but his close-range header went a whisker wide of the left post.,[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2921,penalty-missed,"[PLAYER] ([TEAM]) blows a huge chance to score! He sends the penalty to the bottom right corner, but it's not enough to beat [PLAYER] who easily stops the effort.",[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2907,,[PLAYER] ([TEAM]) is heading towards the penalty spot to take it.,[PLAYER] ([TEAM]) is heading towards the penalty spot to take it.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2868,penalty,[PLAYER] ([TEAM]) brings his opponent down. [REFEREE] has a clear sight of it and blows his whistle for a foul. PENALTY to [TEAM]! Great chance to score.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2811,,[TEAM] are showcasing great team work and neat passing moves.,"[PLAYER] ([TEAM]) attempts to find one of his teammates with a pass, but it's too long. The ball goes out of play and [TEAM] will have a chance to catch their breath."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2702,,[PLAYER] ([TEAM]) fails to beat the offside trap and the linesman puts his flag up.,The linesman raises his flag as it looked like there was [PLAYER] ([TEAM]) was in an offside position.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2666,y-card,[PLAYER] ([TEAM]) picks up a yellow card for a foul.,"[PLAYER] ([TEAM]) has picked up a minor injury, but it looks like he will be able to continue playing."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2569,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2541,corner,[PLAYER] ([TEAM]) rolls the ball short to a teammate from the corner instead of sending a cross into the box.,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The ball goes out for a corner. [TEAM] can continue in their attacking effort.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2521,,[PLAYER] ([TEAM]) sends a lofted cross into the box which is headed clear. The ball is out of play and [TEAM] manage to earn a corner.,"[PLAYER] ([TEAM]) takes the corner kick and sends the ball into the penalty area, but the opposition's defence is ready and cuts it out."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2454,,[REFEREE] blows his whistle and it's [PLAYER] ([TEAM]) who is penalised for an offensive foul. Good decision by the referee.,"[PLAYER] ([TEAM]) takes the corner from the right flank, but the opposition's defence is ready and clears the ball to safety."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2427,,[TEAM] are dominating the game at the moment by exchanging a combination of one or two touch passes. Great harmony between the players.,[TEAM] keep possession of the ball by producing short passes and one-two passes from player to player.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2330,,"[PLAYER] ([TEAM]) collects a pass and finds himself in a good position to strike from the edge of the box, but his attempt is blocked.","[PLAYER] ([TEAM]) sends a cross into the box, but one of the defenders steps in and clears."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2278,,[PLAYER] ([TEAM]) feels very aggrieved after the referee stops play for a foul that he commits while in possession of the ball.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2243,,"Good clearance! [PLAYER] ([TEAM]) received a low pass, but he didn't have time to do anything as one of the defenders quickly stole the ball off him.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2207,,[REFEREE] blows his whistle as [PLAYER] ([TEAM]) used excessive force in the tackle during an attack.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2080,substitution,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2050,,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball.,"[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had an easy shot for that one. [REFEREE] blows for a foul, but it's not too harsh."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2027,,[PLAYER] ([TEAM]) fails to deliver a decent free kick and the ball goes out of play.,"[PLAYER] ([TEAM]) sends a lofted cross into the penalty area, but it's cleared out by one of the defending players. The ball is out of play. [TEAM] will have a chance to score from a corner kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1998,,[PLAYER] ([TEAM]) makes a harsh challenge and [REFEREE] calls for a foul. A free kick to [TEAM].,[PLAYER] ([TEAM]) makes an excessive challenge and [REFEREE] blows his whistle for a foul. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1959,corner,[PLAYER] ([TEAM]) decides to take a short corner instead of crossing into the box.,"[PLAYER] ([TEAM]) tries to send a pass but it's blocked. The ball goes out for a corner. [TEAM] can continue to attack with the ball, which is near the second row."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1946,substitution,We are about to witness a substitution. [PLAYER] ([TEAM]) is replacing [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] trots off the pitch and is replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1912,,"[PLAYER] ([TEAM]) receives a sweet pass inside the box, but his effort on goal is blocked by the defender. [TEAM] will take a corner kick.",[PLAYER] ([TEAM]) is about to come off the pitch to be replaced by [PLAYER] ([TEAM]).
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1899,attendance,The attendance for today's match is 45081.,"[PLAYER] ([TEAM]) shoots from the edge of the box, but his effort is blocked by one of the defending players. The ball is out of play. [TEAM] will have a chance to score from a corner kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1775,substitution,[PLAYER] is not able to continue due to his injury and will be replaced by [PLAYER] ([TEAM]).,"[PLAYER] ([TEAM]) finds himself beyond the last defender, but the game is stopped by the referee after the linesman signals for offside."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1692,yr-card,"[PLAYER] ([TEAM]) should have been more careful. He commits a bad foul, receives his second yellow card and is sent-off!",[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1653,,The [TEAM] players are displaying brilliant short passes and great ball movement. They are waiting to open the opposition's defence and hit them swiftly on the break.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1552,substitution,"Substitution. [PLAYER] ([TEAM]) in, [PLAYER] out.",The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1528,,[REFEREE] blows his whistle. [PLAYER] ([TEAM]) commits a foul after dangerous play.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his downed body on the ground. The referee stops play and signals for the substitution. [PLAYER] [PLAYER] is replaced by [PLAYER] [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1512,funfact,Here's the latest number of offsides – 0:7.,The referee blows his whistle as [PLAYER] ([TEAM]) was too aggressive in his challenge.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1496,,"Flag up against [PLAYER] ([TEAM]). He had space to move into behind the defence, but he went too soon.","[PLAYER] ([TEAM]) fires in from the edge of the box, but his effort flies just wide of the right post. The ball is off of the pitch and it's a goal kick for [TEAM]."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1413,soccer-ball,"Goal! [PLAYER] puts the ball on a plate for [PLAYER] ([TEAM]), who scores with a simple close-range finish. It's 1:2.",[PLAYER] ([TEAM]) will take the responsibility and he is already preparing the ball.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1336,substitution,Here comes a substitution. [PLAYER] is given a rest as he is replaced by [PLAYER] ([TEAM]).,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1240,corner,A quickly taken corner by [TEAM].,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away. The ball goes behind for a corner. [TEAM] can continue in their attacking effort."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1210,,[PLAYER] ([TEAM]) fails to send a pass into the box as his effort is cut out. The referee signals a corner kick to [TEAM].,The corner from [PLAYER] ([TEAM]) is intercepted by the opposition’s defence. The ball is out of play. [TEAM] have been awarded a corner kick.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1191,,"[PLAYER] ([TEAM]) reacts well to get to the rebound and takes a shot from the edge of the box, but he fails to get the ball through the players standing between him and the goal.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and there's no chance for any of his teammates to get on the end of it. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1125,,"[PLAYER] ([TEAM]) makes a good run with the ball, but his shot from the edge of the penalty area goes narrowly over the bar. Terrific solo effort, though.","[PLAYER] ([TEAM]) fires in a shot from the edge of the box, but it goes just wide of the left post. The ball goes out of play and [TEAM] will have a goal kick."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1105,,[TEAM] hold possession of the ball and display neat passing from player to player. They are waiting for the right moment to open up the opposition's defence to hit them swiftly on the break.,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1031,corner,The resulting corner from [PLAYER] ([TEAM]) comes to nothing.,"[PLAYER] ([TEAM]) whips in the corner, but one of the defending players gets a head on it to clear. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM]."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,1008,,"[PLAYER] ([TEAM]) delivers a fine lofted cross into the penalty area, but it's cleared by an opposing player. The referee points to the corner flag. It's a corner to [TEAM].","[PLAYER] ([TEAM]) steps up to take the resulting free kick. He decides to take a shot from the edge of the box instead of sending the ball into the box. His effort is heading towards the left side of the goal, but [PLAYER] makes a great save to deny him."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,966,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,"The substitution is prepared. [PLAYER] ([TEAM]) joins the action as a substitute, replacing [PLAYER]."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,944,funfact,13:15 – this is the total number of shots produced by both teams.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and could have looked worse."
europe_uefa-champions-league_2014-2015,2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,918,,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.,[PLAYER] ([TEAM]) picks up the ball and swings over a cross which isn't received by any of his teammates. The ball goes out of play and [TEAM] will have a goal kick.
