game,timestamp,type,anonymized,predicted_res_0
england_epl_2015-2016,2015-08-16 - 18-00 Manchester City 3 - 0 Chelsea,2,2749,y-card,[PLAYER] ([TEAM]) gets a yellow card. The referee [REFEREE] made the right call.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1942,,[PLAYER] ([TEAM]) takes the ball and sets it for the free kick.,[REFEREE] blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1915,y-card,"[PLAYER] ([TEAM]) is shown a yellow card by the referee for making a challenge on his opponent, but he looks angry with the decision.",The foul by [PLAYER] ([TEAM]) is worthy of a card and a yellow is duly shown by [REFEREE].
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1727,,"[PLAYER] ([TEAM]) unleashed a monstrous piledriver. He controlled a pass, glanced up at goal and shot from the edge of the box. It could have been a difficult one for the keeper, but the ball fortunately hit one of the defenders and ball bounced away.",The referee blows his whistle for a foul after [PLAYER] ([TEAM]) hacks down one of his opponents. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1730,,[PLAYER] ([TEAM]) will take the free kick.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1710,y-card,[PLAYER] ([TEAM]) is cautioned by the referee for a foul that he committed a little earlier.,"[REFEREE] shows a yellow card to [PLAYER] ([TEAM]), who isn't surprised as the tackle was really hard and late."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1629,substitution,"[COACH] is forced to make a change. [PLAYER] is unable to continue due to injury, [PLAYER] ([TEAM]) comes on.",The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1547,injury,"[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch.","[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1513,,"[PLAYER] ([TEAM]) wastes a huge opportunity! He receives a precise cross inside the penalty area and releases a quick shot that sails towards the bottom left corner. His effort, however, lacks power and the goalkeeper dives to make a stunning save.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1391,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,[PLAYER] ([TEAM]) looks like he will be the one to try and deliver a quality ball into the penalty box from the corner kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1354,,[PLAYER] makes a brilliant save! [PLAYER] ([TEAM]) easily weaves through the defence and unleashes a shot from just outside of the box. His effort goes straight under the crossbar but is saved by the keeper! The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1322,,"[PLAYER] ([TEAM]) swings in a promising cross from the free kick, but one of the defenders does a perfect job to avert the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1248,,The game is interrupted. [PLAYER] ([TEAM]) has violated the rules in the battle for the ball. No protests or gestures are being made as he is quite aware of what he did. There is a free kick near the sideline to [TEAM].,"A pass by [PLAYER] ([TEAM]) ends up in no man's land, and the attacking effort comes to an end. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1150,,[PLAYER] ([TEAM]) is going to send the ball in from the free kick.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1133,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them swiftly on the break.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1027,,[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box and produces a poor effort that sails miles wide of the right post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,969,,[PLAYER] ([TEAM]) fizzes over a cross which doesn't cause any problems.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,822,,[PLAYER] ([TEAM]) is caught offside after the linesman raises his flag.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) brings one of his opponents down with a strong tackle. [TEAM] earn a free kick which could lead to a goal-scoring opportunity.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,728,,"[PLAYER] ([TEAM]) holds his head in his hands after wasting a promising chance. He latches onto a rebound, creates some space for himself and fires the ball from the edge of the box well wide of the left post.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,725,,"[PLAYER] ([TEAM]) delivers a lovely cross into the penalty area. Nevertheless, an opposition defender is alert and averts the danger with a brilliant clearance.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2650,,Excellent touch by [PLAYER] ([TEAM])! He latches on to a precise pass on the edge of the box and produces a shot goalwards which goes way wide of the left post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2599,,"[PLAYER] ([TEAM]) dinks a cross into the box in an attempt to find one of his teammates, but the defence manages to clear.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2410,,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2396,corner,[PLAYER] ([TEAM]) decides to speed play up with a short corner kick.,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2378,corner,[PLAYER] ([TEAM]) floats the ball in from the corner but it's intercepted. [TEAM] have a corner.,[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2352,,"[PLAYER] ([TEAM]) finds himself in a promising position after receiving a precise pass. He pulls the trigger but only hits one of the opposition, who gets in the way of his effort. The linesman makes the right call and [TEAM] will have a corner.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play and [TEAM] manage to earn a corner."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2311,,"[PLAYER] ([TEAM]) serves up a nice cross, but [PLAYER] punches the ball away.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2243,,"[PLAYER] ([TEAM]) latches on to a precise pass and one-on-one with the keeper slams the ball towards the right-hand post. [PLAYER] is alert, though, and leaps like a salmon to deny him.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball is out of play and the linesman points at the corner flag. Corner to [TEAM].
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2179,substitution,Substitution. [PLAYER] ([TEAM]) has come on for [PLAYER].,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2153,substitution,[COACH] has decided to substitute [PLAYER] and he is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] departs the field of play to be replaced by [PLAYER] ([TEAM]).
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2069,soccer-ball,"Goal! [PLAYER] plays in [PLAYER] ([TEAM]), who shows great determination to get to the ball before a couple of defenders. He shoots from inside the box into the right side of the net! Great finish - 3:0.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,2007,corner,"[PLAYER] ([TEAM]) takes the corner and sends it into the penalty area, but the opposition's defence is ready and makes a good clearance.",[PLAYER] ([TEAM]) works the corner short instead of sending the ball into the penalty area.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1989,corner,"[PLAYER] ([TEAM]) takes the corner, but one of the defenders reacts well and rises highest to head the ball away. [TEAM] have been awarded a corner kick.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1957,,"[PLAYER] ([TEAM]) wasted a huge opportunity! The fans already began to celebrate as he produced a shot from the edge of the box after a brilliant solo effort. The ball went towards the right side of the goal, but [PLAYER] made an astonishing save! [TEAM] earn a corner.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] force a corner. Their opponents will face another attacking threat.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1874,,A crossfield pass from [PLAYER] ([TEAM]) fails to find any of his teammates.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1692,substitution,Substitution. [PLAYER] ([TEAM]) receives a signal from the referee and is now allowed to enter the pitch as [PLAYER] walks off.,The referee stops play so that a substitution can be made and [PLAYER] leaves the pitch and [PLAYER] ([TEAM]) comes on.
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1677,,[PLAYER] ([TEAM]) tries his luck with a shot from long distance after receiving a good pass. His poorly placed effort flies miles wide of the right post.,"[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1665,corner,"[PLAYER] ([TEAM]) swings in the corner, but it's comfortably cleared away.","[PLAYER] ([TEAM]) steps up to take the corner. He launches the ball into the penalty area, but it only finds the head of an opposing player who clears the danger."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1627,,"[PLAYER] ([TEAM]) produces a lovely chip pass into the box, but one of the opposition players cuts it out. [PLAYER] ([TEAM]) is the first to arrive to a rebound inside the penalty area and unleashes a quick strike towards the right side of the target that beats the keeper. One of the defenders, however, makes a goal-line clearance. The referee signals a corner kick to [TEAM].","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM]."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1501,,"[PLAYER] ([TEAM]) and [PLAYER] try to prise open the opposition with a series of short passes, but one of the defenders steps in and puts an end to the move.","[PLAYER] ([TEAM]) attempts to find his teammate with a pass from outside the box, but the opposition's defence is quick to react and thwarts the attack."
england_epl_2016-2017,2016-10-15 - 14-30 Chelsea 3 - 0 Leicester,2,1490,,The [TEAM] players keep the ball and are exchanging a combination of passes. They are waiting for gaps in the defence to open up.,The linesman raises his flag as one of the players from [TEAM] was in an offside position.
